,Unnamed: 0,Unnamed: 0.1,raw_text,clean,label,sentiment_vector,vader_polarity,sentiment_score,sentiment_0,sentiment_1,sentiment_2
234,234,234,Yankees Fans Pack Stadium For Asshole Heritage Night #OurAnnualYear2018 ,yanke fan pack stadium asshol heritag night ourannualyear,1,"[0.0, 0.753, 0.247, 0.3182]",0,0.3182,0.0,0.753,0.247
235,235,235,Mueller Poses As Fox News Host To Coax Rudy Giuliani Into Giving Him Testimony On Trump ,mueller pose fox news host coax rudi giuliani give testimoni trump,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
236,236,236,Man At Park Who Set Up Table Full Of Water Cups Has No Idea How Passing Marathon Runners Got Impression They Can Ta… ,man park set tabl full water cup idea pass marathon runner got impress ta,1,"[0.0, 0.818, 0.182, 0.4404]",0,0.4404,0.0,0.818,0.182
237,237,237,Inconsolable Jeff Sessions Tries To Commit Suicide By Smoking Joint #OurAnnualYear2018 ,inconsol jeff session tri commit suicid smoke joint ourannualyear,1,"[0.0, 0.784, 0.216, 0.296]",0,0.29600000000000004,0.0,0.784,0.21600000000000003
238,238,238,Tornado Creeped Out By Man Who Keeps Following It In Truck And Filming It #OurAnnualYear2018 ,tornado creep man keep follow truck film ourannualyear,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
239,239,239,Man With 20 Rifles Can't Remember If His Goal To Start Or Stop Violent Overthrow Of Government… ,man rifl rememb goal start stop violent overthrow govern,1,"[0.466, 0.534, 0.0, -0.7269]",0,-0.7269,0.466,0.534,0.0
240,240,240,Woman Nervously Reaches For Cell Phone As Suspicious Black Man Tells Her Today's Soup Is Minestrone… ,woman nervous reach cell phone suspici black man tell today soup minestron,1,"[0.159, 0.758, 0.083, -0.25]",0,-0.25,0.159,0.758,0.083
241,241,241,Kanye West: 'I Would've Ridden Away From A Slave Plantation On A Motorcycle First Chance I Got'… ,kany west would ridden away slave plantat motorcycl first chanc got,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
242,242,242,ABC Criticized For Unrealistic Portrayal Of Racists Actually Facing Consequences ,abc critic unrealist portray racist actual face consequ,1,"[0.504, 0.496, 0.0, -0.7269]",-1,-0.7269,0.504,0.496,0.0
243,243,243,Black Father Gives Son The Talk About Holding Literally Any Object #OurAnnualYear2018 ,black father give son talk hold liter object ourannualyear,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
244,244,244,New 'Cut Off Your Genitals' Challenge Gains Popularity Among Teens Online #OurAnnualYear2018 ,new cut genit challeng gain popular among teen onlin ourannualyear,1,"[0.137, 0.458, 0.405, 0.6249]",0,0.6249,0.13699999999999998,0.45799999999999996,0.405
245,245,245,"'These Kids Should Be In School Instead Of Protesting,' Say People So Tantalizingly Close To Getting The Point… ",kid school instead protest say peopl tantal close get point,1,"[0.182, 0.818, 0.0, -0.25]",0,-0.25,0.182,0.818,0.0
246,246,246,Bill Cosby Feeling Disoriented After Jury Slips Conviction Into His Verdict ,bill cosbi feel disori juri slip convict verdict,1,"[0.0, 0.814, 0.186, 0.1531]",0,0.1531,0.0,0.8140000000000001,0.18600000000000003
247,247,247,LeBron James Credits Teammates With Providing 4 Bodies Necessary To Avoid Forfeiture Against Pacers… ,lebron jame credit teammat provid bodi necessari avoid forfeitur pacer,1,"[0.172, 0.625, 0.203, 0.1027]",0,0.1027,0.172,0.625,0.203
248,248,248,Annoyed Shohei Ohtani Had Hoped U.S. Baseball Players Wouldn't Be This Bad ,annoy shohei ohtani hope u basebal player bad,1,"[0.481, 0.301, 0.218, -0.5423]",-1,-0.5423,0.48100000000000004,0.301,0.218
249,249,249,"Comey: 'What Can I Say, I'm Just A Catty Bitch From New Jersey And I Live For Drama' ",comey say catti bitch new jersey live drama,1,"[0.352, 0.648, 0.0, -0.5859]",0,-0.5859,0.35200000000000004,0.648,0.0
250,250,250,Mike Pence Horrified By D.C. Cherry Trees Flagrantly Displaying Reproductive Organs ,mike penni horrifi c cherri tree flagrant display reproduct organ,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
251,251,251,Kid Putting Pencils Between Knuckles About To Fuck Someone Up #OurAnnualYear2018 ,kid put pencil knuckl fuck someon ourannualyear,1,"[0.368, 0.632, 0.0, -0.5423]",0,-0.5423,0.368,0.632,0.0
252,252,252,"'Nothing Is More Attractive Than Confidence,' Says Woman Who Has Apparently Never Seen Sonic The Hedgehog Cosplay… ",noth attract confid say woman appar never seen sonic hedgehog cosplay,1,"[0.0, 0.8, 0.2, 0.3612]",0,0.3612,0.0,0.8,0.2
253,253,253,Mom Makes Sure Everyone Has Masturbated Before Long Car Ride #OurAnnualYear2018 ,mom make sure everyon masturb long car ride ourannualyear,1,"[0.0, 0.777, 0.223, 0.3182]",0,0.3182,0.0,0.777,0.223
254,254,254,Golden Retriever Mauls 5 In Huge Victory For Pitbull Apologists #OurAnnualYear2018 ,golden retriev maul huge victori pitbul apologist ourannualyear,1,"[0.0, 0.753, 0.247, 0.3182]",0,0.3182,0.0,0.753,0.247
255,255,255,Publicist Worried Kanye West's Support Of Trump Will Damage His Carefully Crafted Public Image As A Manic Self-Abso… ,publicist worri kany west support trump damag care craft public imag manic self abso,1,"[0.0, 0.67, 0.33, 0.7096]",0,0.7096,0.0,0.67,0.33
256,256,256,Nation Suddenly Concerned About Black Man's Opinion #OurAnnualYear2018 ,nation sudden concern black man opinion ourannualyear,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
257,257,257,Taylor Swift Grateful Kanye West Controversy Taking Heat Off New Swastika Tattoo ,taylor swift grate kany west controversi take heat new swastika tattoo,1,"[0.0, 0.847, 0.153, 0.2023]",0,0.2023,0.0,0.847,0.153
258,258,258,Cool Glitch Effect On Movie Studio Logo Must Mean Shit About To Go Down #OurAnnualYear2018 ,cool glitch effect movi studio logo must mean shit go ourannualyear,1,"[0.242, 0.604, 0.154, -0.3182]",0,-0.3182,0.242,0.604,0.154
259,259,259,American People Admit Having Facebook Data Stolen Kind Of Worth It To Watch That Little Fucker Squirm… ,american peopl admit facebook data stolen kind worth watch littl fucker squirm,1,"[0.347, 0.324, 0.329, -0.34]",-1,-0.34,0.34700000000000003,0.324,0.32899999999999996
260,260,260,Report: Snoring May Increase Risk Of Having Throat Slit During Night By Loved One ,report snore may increas risk throat slit night love one,1,"[0.147, 0.559, 0.294, 0.4767]",0,0.4767,0.147,0.5589999999999999,0.294
261,261,261,"'I Must Make Sure You Have The Skills To Please My Grandson,' Says Queen Elizabeth Disrobing Before Meghan Markle… ",must make sure skill pleas grandson say queen elizabeth disrob meghan markl,1,"[0.0, 0.827, 0.173, 0.3182]",0,0.3182,0.0,0.8270000000000001,0.17300000000000001
262,262,262,The Best Podcasts Of 2018 ,best podcast,1,"[0.0, 0.192, 0.808, 0.6369]",1,0.6369,0.0,0.192,0.8079999999999999
263,263,263,Jeff Bezos Tables Latest Breakthrough Cost-Cutting Idea After Realizing It's Just Slaves ,jeff bezo tabl latest breakthrough cost cut idea realiz slave,1,"[0.189, 0.811, 0.0, -0.2732]",0,-0.2732,0.18899999999999997,0.8109999999999999,0.0
264,264,264,Report: We Don't Make Any Money If You Don't Click The Fucking Link #OurAnnualYear2018 ,report make money click fuck link ourannualyear,1,"[0.368, 0.632, 0.0, -0.5423]",0,-0.5423,0.368,0.632,0.0
265,265,265,Gregg Popovich Berates Spurs For Missing Nation's Descent Into Oligarchy #OurAnnualYear2018 ,gregg popovich berat spur miss nation descent oligarchi ourannualyear,1,"[0.167, 0.833, 0.0, -0.1531]",0,-0.1531,0.16699999999999998,0.833,0.0
266,266,266,NFL Sues EA To End Production Of Unlicensed 'Madden' Video Games #OurAnnualYear2018 ,nfl sue ea end product unlicens madden video game ourannualyear,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
267,267,267,"'You Are The Jewel Of My Collection,' Says Saudi Prince While Guiding Frightened Jared Kushner Toward Harem… ",jewel collect say saudi princ guid frighten jare kushner toward harem,1,"[0.173, 0.647, 0.18, 0.0258]",0,0.0258,0.17300000000000001,0.647,0.18
268,268,268,"Donald Trump Jr. Divorce Leaves Confused, Heartbroken Nation Wondering Why Bad Things Happen To Good People… ",donald trump jr divorc leaf confus heartbroken nation wonder bad thing happen good peopl,1,"[0.359, 0.507, 0.134, -0.7096]",0,-0.7096,0.359,0.507,0.134
269,269,269,Doll Real Estate Agent Glosses Over Giant Hinged Opening In Middle Of House ,doll real estat agent gloss giant hing open middl hous,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
270,270,270,Each Passenger Has Own Theory About How Guy Got Into First Class #OurAnnualYear2018 ,passeng theori guy got first class ourannualyear,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
271,271,271,"Girlfriend's Birthday Weekend A Nightmarish, Labyrinthian Journey Through Her Darkest, Most Depraved Desires… ",girlfriend birthday weekend nightmarish labyrinthian journey darkest deprav desir,1,"[0.286, 0.714, 0.0, -0.4939]",0,-0.4939,0.28600000000000003,0.7140000000000001,0.0
272,272,272,Vagina Has Five O'Clock Shadow #OurAnnualYear2018 ,vagina five clock shadow ourannualyear,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
273,273,273,Negative Review Of 'A Wrinkle In Time' Peppered With Critic Assuring Readers He Still Totally Supports Diversity… ,negat review wrinkl time pepper critic assur reader still total support divers,1,"[0.142, 0.676, 0.182, 0.1531]",0,0.1531,0.142,0.6759999999999999,0.182
274,274,274,Netflix Executive Unsure How To Tell Barack Obama His Series Idea Just 'Fawlty Towers' ,netflix execut unsur tell barack obama seri idea fawlti tower,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
275,275,275,Study Finds Cats Only Meow When They Want To Alert Owner Of Neighbor's Murder They Witnessed Through Window… ,studi find cat meow want alert owner neighbor murder wit window,1,"[0.29, 0.494, 0.216, -0.4939]",0,-0.4939,0.29,0.494,0.21600000000000003
276,276,276,The Most Indifferent Animals At The Petting Zoo This Year #OurAnnualYear2018 ,indiffer anim pet zoo year ourannualyear,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
277,277,277,MTA Reminds New Yorkers They Can Fucking Walk #OurAnnualYear2018 ,mta remind new yorker fuck walk ourannualyear,1,"[0.368, 0.632, 0.0, -0.5423]",0,-0.5423,0.368,0.632,0.0
278,278,278,Schnauzers Rioting Outside Madison Square Garden Following Westminster Dog Show Defeat ,schnauzer riot outsid madison squar garden follow westminst dog show defeat,1,"[0.423, 0.577, 0.0, -0.765]",0,-0.765,0.423,0.5770000000000001,0.0
279,279,279,White House Now Just Holding Continuous Going-Away Party For Departing Staffers ,white hous hold continu go away parti depart staffer,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
280,280,280,"Oh God, What Happened Last Night?' Says Groggy Mike Pence After Waking Up In Same Bed As Wife… ",oh god happen last night say groggi mike penni wake bed wife,1,"[0.0, 0.84, 0.16, 0.2732]",0,0.2732,0.0,0.84,0.16
281,281,281,Top So-Called Expired Items That Are Still Perfectly Good In 2018 #OurAnnualYear2018 ,top call expir item still perfect good ourannualyear,1,"[0.0, 0.373, 0.627, 0.8126]",1,0.8126,0.0,0.373,0.627
282,282,282,Cute New Dog Helping Single Man Pick Up Tons Of Hot Shit #OurAnnualYear2018 ,cute new dog help singl man pick ton hot shit ourannualyear,1,"[0.208, 0.462, 0.329, 0.2732]",0,0.2732,0.20800000000000002,0.462,0.32899999999999996
283,283,283,"I'm Going To Hell For Laughing At This Meme,' Says Man Going To Hell For Helping Little Sister Get Abortion… ",go hell laugh meme say man go hell help littl sister get abort,1,"[0.376, 0.367, 0.257, -0.5994]",-1,-0.5994,0.376,0.36700000000000005,0.257
284,284,284,Italian Grandmother Doesn't Have Heart To Tell Family Any Dipshit Can Make Lasagna ,italian grandmoth heart tell famili dipshit make lasagna,1,"[0.307, 0.693, 0.0, -0.4767]",0,-0.4767,0.307,0.693,0.0
285,285,285,Frustrated Dad At Restaurant Just Wants A Normal Burger #OurAnnualYear2018 ,frustrat dad restaur want normal burger ourannualyear,1,"[0.0, 0.822, 0.178, 0.0772]",0,0.0772,0.0,0.8220000000000001,0.17800000000000002
286,286,286,Man Who Has Clocked 137 Hours In RPG Can't Believe He Has To Waste Precious Time Watching Cutscenes… ,man clock hour rpg believ wast precious time watch cutscen,1,"[0.0, 0.709, 0.291, 0.5719]",0,0.5719,0.0,0.7090000000000001,0.29100000000000004
287,287,287,Teen On Brink Of Experiencing Incredible Journey Of Motherhood Instead Asks Boyfriend To Use Condom… ,teen brink experienc incred journey motherhood instead ask boyfriend use condom,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
288,288,288,Sci-Fi Film Presents Vision Of Future In Which Women Never Speak To Each Other ,sci fi film present vision futur woman never speak,1,"[0.0, 0.8, 0.2, 0.25]",0,0.25,0.0,0.8,0.2
289,289,289,Logan Paul: 'I Didn't Realize People Who Commit Suicide Kill Themselves' #OurAnnualYear2018 ,logan paul realiz peopl commit suicid kill ourannualyear,1,"[0.364, 0.465, 0.171, -0.5423]",0,-0.5423,0.364,0.465,0.171
290,290,290,ICE Agents Hurl Pregnant Immigrant Over Mexican Border To Prevent Birth On U.S. Soil ,ice agent hurl pregnant immigr mexican border prevent birth u soil,1,"[0.0, 0.891, 0.109, 0.0258]",0,0.0258,0.0,0.8909999999999999,0.109
291,291,291,Cleveland Indians Owner Admits Chief Wahoo No Longer Compatible With Modern Revenue Growth Expectations… ,cleveland indian owner admit chief wahoo longer compat modern revenu growth expect,1,"[0.0, 0.694, 0.306, 0.5267]",0,0.5267,0.0,0.6940000000000001,0.306
292,292,292,Stephen Miller Rewards Self After Day Of Speechwriting With Trip To See Children In Local ICE Detention Center… ,stephen miller reward self day speechwrit trip see child local ice detent center,1,"[0.0, 0.764, 0.236, 0.5719]",0,0.5719,0.0,0.764,0.23600000000000002
293,293,293,Top TV Shows Of 2018 #OurAnnualYear2018 ,top tv show ourannualyear,1,"[0.0, 0.625, 0.375, 0.2023]",0,0.2023,0.0,0.625,0.375
294,294,294,Huckabee Sanders Repeatedly Insists That President's Footprints Created The Great Lakes ,huckabe sander repeat insist presid footprint creat great lake,1,"[0.0, 0.661, 0.339, 0.6249]",0,0.6249,0.0,0.6609999999999999,0.33899999999999997
295,295,295,"New Report Finds Adult Film Star May Have Paid Over $130,000 To Cover Up Sexual Encounter With Trump… ",new report find adult film star may paid cover sexual encount trump,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
296,296,296,"Mom Hasn't Said Full, Uninterrupted Sentence To Family Since 1997 #OurAnnualYear2018 ",mom said full uninterrupt sentenc famili sinc ourannualyear,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
297,297,297,Man Wishes Women In Crowded Bar Would Let Him Read Jane Austen Novel In Peace ,man wish woman crowd bar would let read jane austen novel peac,1,"[0.0, 0.667, 0.333, 0.6124]",0,0.6124,0.0,0.667,0.33299999999999996
298,298,298,The 2 People We Had Sex With This Year #OurAnnualYear2018 ,peopl sex year ourannualyear,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
299,299,299,Report: Girl Who Called You A Slut In High School Posting Passionate Status About Women's March… ,report girl call slut high school post passion status woman march,1,"[0.241, 0.57, 0.19, -0.2023]",0,-0.2023,0.24100000000000002,0.57,0.19
300,300,300,Pile Of Dirty Clothes On Bedroom Floor Starting To Mix With Pile Of Clean Clothes On Bedroom Floor… ,pile dirti cloth bedroom floor start mix pile clean cloth bedroom floor,1,"[0.0, 0.803, 0.197, 0.4019]",0,0.4019,0.0,0.8029999999999999,0.19699999999999998
301,301,301,Tom Hanks Vows He Won't Stop Until He Has Portrayed Every Last American #OurAnnualYear2018 ,tom hank vow stop portray everi last american ourannualyear,1,"[0.216, 0.784, 0.0, -0.296]",0,-0.29600000000000004,0.21600000000000003,0.784,0.0
302,302,302,Brad Pitt Stumbles Across Old Cardboard Box With Gwyneth Paltrow's Head In Attic ,brad pitt stumbl across old cardboard box gwyneth paltrow head attic,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
303,303,303,How People Around The World Celebrate Christmas ,peopl around world celebr christma,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
304,304,304,Child Who Just Wanted Clothes Spares Uncle’s Feelings By Pretending To Like Xbox ,child want cloth spare uncl feel pretend like xbox,1,"[0.125, 0.536, 0.339, 0.34]",0,0.34,0.125,0.536,0.33899999999999997
305,305,305,Pope Francis Carves Roast Cherub For Vatican Christmas Dinner ,pope franci carv roast cherub vatican christma dinner,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
306,306,306,Cousins Meaner This Year ,cousin meaner year,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
307,307,307,Relatives Gather From Across The Country To Stare Into Screens Together ,relat gather across countri stare screen togeth,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
308,308,308,Breaking: Adam Got A PS4 For Christmas ,break adam got p christma,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
309,309,309,First Holiday Season Without Grandma Incredible ,first holiday season without grandma incred,1,"[0.0, 0.649, 0.351, 0.4019]",0,0.4019,0.0,0.649,0.35100000000000003
310,310,310,Uncle Put More Thought Than Usual Into This Year’s Gift Cards ,uncl put thought usual year gift card,1,"[0.0, 0.674, 0.326, 0.4404]",0,0.4404,0.0,0.674,0.326
311,311,311,Mom’s Christmas Stocking Noticeably Less Full ,mom christma stock notic le full,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
312,312,312,Convenience Store Employee Given Generous Holiday Bonus Shift ,conveni store employe given generous holiday bonus shift,1,"[0.0, 0.345, 0.655, 0.8591]",1,0.8591,0.0,0.345,0.655
313,313,313,Men Whose Beautiful Wives Died On Christmas 10 Years Ago Announce Plans To Drink Whiskey Alone In Dark Apartment… ,men whose beauti wife die christma year ago announc plan drink whiskey alon dark apart,1,"[0.218, 0.782, 0.0, -0.5994]",0,-0.5994,0.218,0.782,0.0
314,314,314,Family Receives 38-Piece AstraZeneca Assorted Pill Sampler ,famili receiv piec astrazeneca assort pill sampler,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
315,315,315,Nation’s Oppressed Christians Huddle Underground To Light Single Shriveled Christmas Shrub ,nation oppress christian huddl underground light singl shrivel christma shrub,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
316,316,316,"Crazed, Froth-Mouthed Mother Demands Grandchildren Now ",craze froth mouth mother demand grandchild,1,"[0.437, 0.563, 0.0, -0.2732]",0,-0.2732,0.43700000000000006,0.563,0.0
317,317,317,The Onion’s Tips For Spreading Christmas Cheer ,onion tip spread christma cheer,1,"[0.0, 0.548, 0.452, 0.5106]",0,0.5106,0.0,0.5479999999999999,0.452
318,318,318,Grandma Hangs On To Spend One Last Christmas With Nursing Home Staff ,grandma hang spend one last christma nurs home staff,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
319,319,319,"The Week In Pictures – Week Of December 24, 2018 ",week pictur week decemb,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
320,320,320,Businessman Goes Home For The Holidays To Network With Family ,businessman go home holiday network famili,1,"[0.0, 0.649, 0.351, 0.4019]",0,0.4019,0.0,0.649,0.35100000000000003
321,321,321,Kids Getting A Little Old To Still Believe In Innate Charitable Goodness Of Humans ,kid get littl old still believ innat charit good human,1,"[0.0, 0.756, 0.244, 0.4404]",0,0.4404,0.0,0.7559999999999999,0.244
322,322,322,10-Pack Of Swiss Miss Bracing Itself To Shoulder Burden Of Holding Together Man’s Depressing Holiday Alone… ,pack swiss miss brace shoulder burden hold togeth man depress holiday alon,1,"[0.418, 0.435, 0.147, -0.6124]",0,-0.6124,0.418,0.435,0.147
323,323,323,Study: Most Concussions Can Be Prevented By Wearing Second Helmet ,studi concuss prevent wear second helmet,1,"[0.0, 0.82, 0.18, 0.0258]",0,0.0258,0.0,0.82,0.18
324,324,324,Parents Formally Announce Transfer Of Expectations To Second Child ,parent formal announc transfer expect second child,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
325,325,325,Literary Study Finds All Modern Narratives Derived From Classic ‘Alien Vs. Predator’ Conflict… ,literari studi find modern narrat deriv classic alien v predat conflict,1,"[0.204, 0.796, 0.0, -0.3182]",0,-0.3182,0.204,0.7959999999999999,0.0
326,326,326,Report: Rising Disney World Ticket Costs Prompting Many Parents To Leave Children At Home ,report rise disney world ticket cost prompt mani parent leav child home,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
327,327,327,Joe Buck Tears Rotator Cuff After Awkward Throw Down To Sideline ,joe buck tear rotat cuff awkward throw sidelin,1,"[0.186, 0.814, 0.0, -0.1531]",0,-0.1531,0.18600000000000003,0.8140000000000001,0.0
328,328,328,NFL Defends Right To Subject Eric Reid To Random Stop-And-Frisks ,nfl defend right subject eric reid random stop frisk,1,"[0.216, 0.784, 0.0, -0.296]",0,-0.29600000000000004,0.21600000000000003,0.784,0.0
329,329,329,Slightly Overweight Middle-Aged Woman Really Carrying Rest Of Church Choir ,slight overweight middl age woman realli carri rest church choir,1,"[0.217, 0.783, 0.0, -0.3612]",0,-0.3612,0.217,0.7829999999999999,0.0
330,330,330,Seasonal Depression Kicks In Just In Time To Numb Woman Before Holiday With Family ,season depress kick time numb woman holiday famili,1,"[0.421, 0.376, 0.203, -0.4404]",-1,-0.4404,0.42100000000000004,0.376,0.203
331,331,331,God Sick Of New Angel’s Annoying Fucking Voice ,god sick new angel annoy fuck voic,1,"[0.655, 0.203, 0.142, -0.8225]",-1,-0.8225,0.655,0.203,0.142
332,332,332,Man Betrays His Heart By Telling Friend He Can Have Last Dumpling ,man betray heart tell friend last dumpl,1,"[0.339, 0.403, 0.258, -0.25]",0,-0.25,0.33899999999999997,0.40299999999999997,0.258
333,333,333,Frazzled Robert Mueller Walking Around With Piece Of Russia Investigation Document Stuck To His Shoe… ,frazzl robert mueller walk around piec russia investig document stuck shoe,1,"[0.167, 0.833, 0.0, -0.25]",0,-0.25,0.16699999999999998,0.833,0.0
334,334,334,Red Lobster Welcomes Back ‘Defrosted Shrimp Days’ ,red lobster welcom back defrost shrimp day,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
335,335,335,Mom Produces Decorative Gift Bag Out Of Thin Air ,mom produc decor gift bag thin air,1,"[0.0, 0.674, 0.326, 0.4404]",0,0.4404,0.0,0.674,0.326
336,336,336,Hispanics Expected To Become Majority Of U.S. Population By Middle Of Father-In-Law’s Rant ,hispan expect becom major u popul middl father law rant,1,"[0.231, 0.769, 0.0, -0.34]",0,-0.34,0.231,0.769,0.0
337,337,337,Report: There Still Time To Convert To Christianity Before Christmas Starts ,report still time convert christian christma start,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
338,338,338,"Ryan Zinke Apologizes For Misuse Of Government Funds By Sending Ethics Committee $160,000 Vase… ",ryan zink apolog misus govern fund send ethic committe vase,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
339,339,339,Woman Who Changed Self To Please Boyfriend Enjoying Happy Long-Term Relationship ,woman chang self pleas boyfriend enjoy happi long term relationship,1,"[0.0, 0.738, 0.262, 0.4939]",0,0.4939,0.0,0.738,0.262
340,340,340,Decorating Your Home For The Holidays ,decor home holiday,1,"[0.0, 0.426, 0.574, 0.4019]",1,0.4019,0.0,0.426,0.574
341,341,341,"Music Playing In Bar Could Stand To Be Louder, Worse ",music play bar could stand louder wors,1,"[0.0, 0.714, 0.286, 0.34]",0,0.34,0.0,0.7140000000000001,0.28600000000000003
342,342,342,12% Of Federal Government That’s Currently Functioning To Shut Down ,feder govern current function shut,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
343,343,343,Buick Regal Named Best Vehicle In Class For Idling Outside Off-Track Betting Parlor ,buick regal name best vehicl class idl outsid track bet parlor,1,"[0.0, 0.704, 0.296, 0.6369]",0,0.6369,0.0,0.7040000000000001,0.29600000000000004
344,344,344,"Parents’ Password A Grotesque Combination Of Children’s Names, Birthdays ",parent password grotesqu combin child name birthday,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
345,345,345,"Apple Will Build $1 Billion Campus In Austin, Adding 5,000 Jobs #WhatDoYouThink? ",appl build billion campus austin ad job whatdoyouthink,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
346,346,346,Employee Executes Daring 3:30 P.M. Escape From Office ,employe execut dare p escap offic,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
347,347,347,Charity Notes Even One Dollar Can Help A Needy Child But You’d Have To Be A Dick To Give That Little… ,chariti note even one dollar help needi child dick give littl,1,"[0.22, 0.6, 0.18, -0.1531]",0,-0.1531,0.22,0.6,0.18
348,348,348,"Nation’s Panicked, Blood-Covered Citizens Demand You Give Them Just One Goddamn Second To Think… ",nation panick blood cover citizen demand give one goddamn second think,1,"[0.338, 0.662, 0.0, -0.5574]",0,-0.5574,0.33799999999999997,0.662,0.0
349,349,349,Exhausted Robert Mueller Turns Off Phone To Give Himself Breather From Russia Probe News Over Holiday Break… ,exhaust robert mueller turn phone give breather russia probe news holiday break,1,"[0.148, 0.671, 0.181, 0.128]",0,0.128,0.14800000000000002,0.6709999999999999,0.18100000000000002
350,350,350,Pros And Cons Of Making New Year’s Resolutions ,pro con make new year resolut,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
351,351,351,Nation Not Sure How Many Ex-Trump Staffers It Can Safely Reabsorb ,nation sure mani ex trump staffer safe reabsorb,1,"[0.0, 0.536, 0.464, 0.6369]",0,0.6369,0.0,0.536,0.46399999999999997
352,352,352,Man Watches Helplessly As White Elephant Exchange Completely Devolves Into Friends Just Chatting And Having Nice Ti… ,man watch helpless white eleph exchang complet devolv friend chat nice ti,1,"[0.167, 0.5, 0.333, 0.4588]",0,0.4588,0.16699999999999998,0.5,0.33299999999999996
353,353,353,Hand Of George H.W. Bush Bursts Out Of Ground To Grope One Last Woman ,hand georg h w bush burst ground grope one last woman,1,"[0.0, 0.714, 0.286, 0.4939]",0,0.4939,0.0,0.7140000000000001,0.28600000000000003
354,354,354,Bose Releases New Headphones Specifically Optimized For Listening To Whitney Houston’s ‘How Will I Know?’… ,bose releas new headphon specif optim listen whitney houston know,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
355,355,355,Poll: Most Americans Oppose Increased Political Correctness #WhatDoYouThink? ,poll american oppos increas polit correct whatdoyouthink,1,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
356,356,356,Podiatrists Recommend Getting Feet Rotated Every 6 Months ,podiatrist recommend get foot rotat everi month,1,"[0.0, 0.706, 0.294, 0.3612]",0,0.3612,0.0,0.706,0.294
357,357,357,"This Week's Editorial Cartoon: ""A Christmas Peril"" ",week editori cartoon christma peril,1,"[0.403, 0.597, 0.0, -0.4019]",0,-0.4019,0.40299999999999997,0.597,0.0
