,label_norm,headline_text,subject,stateinfo,partyaffiliation,barelytruecounts_norm,falsecounts_norm,halftruecounts_norm,mostlytrueocunts_norm,pantsonfirecounts_norm,clickbait_score_norm,clean,sentiment_vector,vader_polarity,sentiment_score,index,topic_number,lda_score,topic_top_words
1685,-1.176990801292362,One of the things we found very clearly and consistently is that [video gaming] is a growth industry.,"corporations,economy",Rhode Island,state-official,-0.6137566841742058,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,1.793327943569204,one thing found clear consist video game growth industry,"[0.0, 0.574, 0.426, 0.6369]",0,0.6369,1685,6,0.8713830709457397,state peopl million percent text support sent would country american
1686,0.8496243121883177,Says most of Perrys chiefs of staff have been lobbyists.,ethics,Texas,democrat,-0.5655279646344635,-0.470254052466838,-0.40460277778132353,-0.33331101755949305,-0.18290468357846335,-0.7961502213077588,say peri chief staff lobbyist,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1686,3,0.7749539613723755,percent year state plan would time spend averag last nation
1687,-1.176990801292362,I know that Hillary on occasion has said just last year said this (NAFTA) was a boon to the economy.,foreign-policy,Illinois,democrat,2.7140249640680096,2.1167673465244192,3.522422309584104,3.5831794388329943,0.33938311463871024,1.6956117864040354,know hillary occas said last year said nafta boon economi,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1687,1,0.4702739119529724,million said health romney govern care weve budget month vote
1688,0.8496243121883177,"Says the Texas Forest Service planted 6,000 trees in the Dallas/Fort Worth area before the Super Bowl for unknown reasons at an unknown cost.",environment,Texas,republican,-0.6137566841742058,-0.5843873494811581,-0.45527406923120006,-0.48394526588228104,-0.4440485826870501,0.3275855860916776,say text forest servic plant tree dalla fort worth area super bowl unknown reason unknown cost,"[0.0, 0.707, 0.293, 0.7003]",0,0.7003,1688,3,0.5045141577720642,percent year state plan would time spend averag last nation
1689,-1.176990801292362,Says Russ Feingold was the only senator to vote against Homeland Security.,"candidates-biography,homeland-security",Wisconsin,organization,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,0.2298694289265096,say rus feingold sent vote homeland secur,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1689,5,0.8199467658996582,presid state every obama country dollar economi would unit call
1690,-1.176990801292362,Sen.Mark Begich cast the deciding vote in favor of President Obamas authority to issue executive amnesty to illegal aliens.,"immigration,message-machine-2014,voting-record",Alaska,republican,-0.5655279646344635,-0.5082984848049447,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,-1.96874410728978,sen mark begin cast decid vote favor presid obama author issu execut amnesty iller alien,"[0.0, 0.838, 0.162, 0.4019]",0,0.4019,1690,4,0.9399868249893188,percent rate vote state bill health florida year obama time
1691,-1.176990801292362,ISIS didnt exist when my brother was president. Al-Qaida in Iraq was wiped out when my brother was president.,"foreign-policy,iraq,terrorism",Florida,republican,0.15790282846167022,-0.39416518779062454,-0.10057502908206466,0.09348601935507285,-0.2699526499479923,-0.01442096398641163,isi didn exist brother presid al maida iraq wipe brother presid,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1691,5,0.8499253392219543,presid state every obama country dollar economi would unit call
1692,0.8496243121883177,There are 49 different federal job training programs that report to eight agencies.,"education,government-efficiency,jobs",Massachusetts,republican,0.9777910606372885,0.6330344853382569,0.9381864456404031,0.3194373918392548,1.2098627783339995,0.9627406076652723,differ feder job train program report eight agency,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1692,5,0.5786929726600647,presid state every obama country dollar economi would unit call
1693,-1.176990801292362,The U.S. economy is recovering slower than Europe,economy,Virginia,republican,-0.3726130864754945,-0.39416518779062454,-0.35393148633144705,-0.3584167256132911,-0.18290468357846335,-0.6984340641425906,u economi recov slower euro,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1693,5,0.5499708652496338,presid state every obama country dollar economi would unit call
1694,0.8496243121883177,Texas leads the country in drunk driving fatalities.,"drugs,public-safety",Texas,none,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,-1.1381567713858483,text lead country drunk drive fatal,"[0.596, 0.404, 0.0, -0.7096]",-1,-0.7096,1694,6,0.8199607133865356,state peopl million percent text support sent would country american
1695,-1.176990801292362,"Romneycare has killed 18,000 Massachusetts jobs.","health-care,jobs,message-machine-2012",Texas,republican,0.7848761824783195,0.5569456206620436,0.5328161140413914,0.06838031130127485,1.1228148119644705,-1.3824471642987695,romneycar kill massachusetts job,"[0.61, 0.39, 0.0, -0.6908]",-1,-0.6908,1695,2,0.6999641060829163,obama presid barack state percent wisconsin billion sinc feder debt
1698,0.8496243121883177,Says in Oregon only 41 percent of adults have ever been tested for HIV.,public-health,Oregon,democrat,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,0.7184502147523516,say oregon percent adult ever test hiv,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1698,3,0.585742175579071,percent year state plan would time spend averag last nation
1699,0.8496243121883177,"When President Obama took office, we were losing 700,000 jobs a month. Now weve had job growth, I think, for 24 consecutive months.","economy,jobs",Rhode Island,democrat,-0.3243843669357523,-0.43220962012873126,-0.40460277778132353,-0.4086281417208871,-0.3570006163175212,0.7673082933349358,presid obama took offic lose job month weve job growth think connect month,"[0.166, 0.675, 0.16, -0.0258]",0,-0.0258,1699,1,0.6469628810882568,million said health romney govern care weve budget month vote
1700,-1.176990801292362,"We in the Democratic Party had no input into the locations of these hearings, nor did we have input into the process.",redistricting,Georgia,democrat,-0.6137566841742058,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,1.0604567648304408,democrat parti input locat hear input process,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1700,3,0.8199657201766968,percent year state plan would time spend averag last nation
1701,-1.176990801292362,Says Scott Walker said that forcing women facing abortion to get invasive ultrasounds was just a cool thing.,"abortion,government-regulation,health-care,public-health,women","Washington, D.C.",organization,-0.5655279646344635,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.3570006163175212,0.5718759790045989,say scott walker said forc woman face abort get inves ultrasound cool thing,"[0.0, 0.839, 0.161, 0.3182]",0,0.3182,1701,1,0.42910975217819214,million said health romney govern care weve budget month vote
1706,-1.176990801292362,"Obama ""has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year.""",taxes,Arizona,republican,0.8331049020180618,0.899345511705004,0.2541240110670707,0.4198602240544468,0.2523351482691813,1.2070310005781935,obama vote unit state sent increas tax peopl make low year,"[0.174, 0.826, 0.0, -0.2732]",0,-0.2732,1706,6,0.6342131495475769,state peopl million percent text support sent would country american
1708,0.8496243121883177,Surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid.,"federal-budget,foreign-policy",Massachusetts,democrat,-0.5172992450947212,-0.5082984848049447,-0.4806097149561383,-0.38352243366708905,-0.4440485826870501,0.2298694289265096,survey show mani citizen think devote full quarter even third feder budget foreign aid,"[0.0, 0.844, 0.156, 0.34]",0,0.34,1708,9,0.9307520389556885,year peopl american health woman clinton care sinc trump million
1709,-1.176990801292362,Our federal government has lent $2 billion to the state-owned oil company of Brazil to allow them to explore for oil and gas.,"energy,foreign-policy,trade",Virginia,republican,-0.5655279646344635,-0.28003189077630436,-0.45527406923120006,-0.4086281417208871,-0.3570006163175212,-0.30756943548191684,feder govern lent billion state own oil company brazil allow explor oil gas,"[0.0, 0.863, 0.137, 0.2263]",0,0.2263,1709,6,0.871397078037262,state peopl million percent text support sent would country american
1710,0.8496243121883177,Ronald Reagan banned ownership of fully automatic rifles. He supported the assault weaspons ban.,"guns,history",Virginia,democrat,-0.6619854037139481,-0.5843873494811581,-0.5059453606810765,-0.509050973936079,-0.3570006163175212,-0.30756943548191684,ronald reagan ban ownership full automat rifle support assault weapon ban,"[0.603, 0.274, 0.123, -0.8885]",-1,-0.8885,1710,1,0.8714009523391724,million said health romney govern care weve budget month vote
1712,0.8496243121883177,"The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state.","abortion,health-care,women",New Jersey,democrat,-0.6619854037139481,-0.43220962012873126,-0.4806097149561383,-0.3082053095056951,-0.4440485826870501,-0.01442096398641163,first state budget came republican leadership slash fund plan parenthood result reduce hour elimi day elimi access woman citi state,"[0.1, 0.9, 0.0, -0.2732]",0,-0.2732,1712,9,0.522881031036377,year peopl american health woman clinton care sinc trump million
1714,-1.176990801292362,The United States has seen a net loss of people with health insurance because of Obamacare.,"health-care,medicaid,public-health",Ohio,republican,-0.035012049697298785,0.25259016195718975,-0.2525889034316941,-0.4086281417208871,-0.2699526499479923,0.2298694289265096,unit state seen net loss peopl health insur obamacare,"[0.223, 0.777, 0.0, -0.3182]",0,-0.3182,1714,8,0.887472927570343,state health care rate unit percent county school spend country
1715,-1.176990801292362,I have never lobbied for offshore oil drilling.,candidates-biography,Florida,republican,-0.469070525554979,-0.5843873494811581,-0.5059453606810765,-0.48394526588228104,-0.4440485826870501,-0.9427244570555116,never lobby offshore oil drill,"[0.212, 0.788, 0.0, -0.0191]",0,-0.0191,1715,9,0.7749626040458679,year peopl american health woman clinton care sinc trump million
1716,-1.176990801292362,Glenn Hegar promised to eliminate the property tax.,"state-budget,state-finances,taxes",Texas,democrat,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.7961502213077588,glenn hear promis elimi property tax,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1716,5,0.8199726939201355,presid state every obama country dollar economi would unit call
1717,-1.176990801292362,"When the Milwaukee County mental health facility is full, cops sit out there in their squad cars with a mentally ill patient and sometimes spend an entire shift out there doing that.","county-budget,health-care",Wisconsin,democrat,-0.6137566841742058,-0.5082984848049447,-0.4806097149561383,-0.509050973936079,-0.4440485826870501,1.2558890791607777,milwaukee county mental health facil full cop sit squad car mental ill patient sometime spend entire shift,"[0.149, 0.851, 0.0, -0.4215]",0,-0.4215,1717,8,0.6458998918533325,state health care rate unit percent county school spend country
1718,0.8496243121883177,"Says Mitt Romney is proposing a tax cut that gives an average of $250,000 to every millionaire in this country.",taxes,Illinois,democrat,2.7140249640680096,2.1167673465244192,3.522422309584104,3.5831794388329943,0.33938311463871024,1.3536052363259463,say mitt romney propos tax cut give averag every millionaire country,"[0.174, 0.826, 0.0, -0.2732]",0,-0.2732,1718,1,0.582511842250824,million said health romney govern care weve budget month vote
1720,0.8496243121883177,The budget for the Consumer Financial Protection Bureau is only about 1 percent of the amount banks generate just from late fees and overdraft fees.,"federal-budget,financial-regulation,market-regulation",Maryland,democrat,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,1.1581729219956092,budget consum financi protect bureau percent amount bank generat late fee overdraft fee,"[0.0, 0.822, 0.178, 0.3818]",0,0.3818,1720,3,0.90997713804245,percent year state plan would time spend averag last nation
1721,0.8496243121883177,Says that Rick Santorum voted for the unions over FedEx.,"corporations,labor,voting-record",Georgia,republican,0.10967410892192797,-0.013720864409557306,-0.02456809190724994,-0.2579938933980991,0.5134790473777681,0.13215327176134112,say rick santorum vote union fedex,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1721,7,0.7749680280685425,vote help state year bill democrat company money educ took
1724,0.8496243121883177,Repeated requests for additional security in Benghazi were routinely denied by Hillary Clintons State Department.,"foreign-policy,military,terrorism",Wisconsin,republican,0.2543602675411547,-0.3561207554525178,-0.1259106748070029,-0.15757106118290712,-0.2699526499479923,-1.4313052428813537,repeat request audit secur bengali routine deny hillary clinton state depart,"[0.194, 0.806, 0.0, -0.34]",0,-0.34,1724,2,0.9181583523750305,obama presid barack state percent wisconsin billion sinc feder debt
1725,0.8496243121883177,Says the 2012-13 state budget leaves $6 billion in a rainy day fund.,"state-budget,state-finances",Texas,republican,0.7848761824783195,0.5569456206620436,0.5328161140413914,0.06838031130127485,1.1228148119644705,-0.5518598283948378,say state budget leaf billion rain day fund,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1725,6,0.8199591636657715,state peopl million percent text support sent would country american
1726,0.8496243121883177,There has never been an alderman who has defeated an incumbent mayor in the history of this great city.,elections,Wisconsin,none,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.3570006163175212,1.6467537078214511,never alderman defeat income mayor histori great citi,"[0.0, 0.477, 0.523, 0.7636]",1,0.7636,1726,9,0.8499711751937866,year peopl american health woman clinton care sinc trump million
1727,-1.176990801292362,On running a civil and polite campaign,"message-machine,campaign-advertising",Georgia,democrat,-0.6619854037139481,-0.5843873494811581,-0.45527406923120006,-0.43373384977468504,-0.3570006163175212,-1.96874410728978,run civil polit campaign,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1727,0,0.699956476688385,year state feder make fund public iller obama offic would
1728,0.8496243121883177,Says 25 percent of Oregonians oppose the death penalty.,"criminal-justice,states",Oregon,democrat,-0.6619854037139481,-0.5843873494811581,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,0.3764436646742618,say percent gorgonian oppos death penalty,"[0.633, 0.367, 0.0, -0.7845]",-1,-0.7845,1728,6,0.7749348282814026,state peopl million percent text support sent would country american
1729,0.8496243121883177,"We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.","education,environment",Florida,democrat,-0.6137566841742058,-0.5843873494811581,-0.5059453606810765,-0.48394526588228104,-0.4440485826870501,0.27872750750909386,close plant million dollar plant oper full steam close,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1729,6,0.8999809622764587,state peopl million percent text support sent would country american
1734,-1.176990801292362,Millennials will be 75 percent of the workforce in the next 10 years.,"labor,workers",Virginia,democrat,-0.5172992450947212,-0.5463429171430514,-0.3792671320563853,-0.43373384977468504,-0.4440485826870501,1.109314843413025,millennia percent workforce next year,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1734,3,0.8199604153633118,percent year state plan would time spend averag last nation
1735,0.8496243121883177,Over 60 percent of the provisional ballots cast in [the 2012] election were disqualified because those folks were not duly registered as voters.,"elections,history",Rhode Island,republican,-0.6619854037139481,-0.5463429171430514,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,0.7673082933349358,percent provision ballot cast elect disqualify folk dull resist voter,"[0.231, 0.769, 0.0, -0.4019]",0,-0.4019,1735,4,0.8874742388725281,percent rate vote state bill health florida year obama time
1736,0.8496243121883177,The Fourth Amendment was what we fought the Revolution over. John Adams said it was the spark that led to our war for independence.,"history,legal-issues,privacy",Kentucky,republican,-0.3243843669357523,-0.28003189077630436,-0.27792454915663234,-0.2077824772905031,-0.18290468357846335,1.1581729219956092,fourth amend fought revolt john adam said spark led war independ,"[0.385, 0.497, 0.118, -0.6486]",0,-0.6486,1736,0,0.560383677482605,year state feder make fund public iller obama offic would
1738,0.8496243121883177,The Democratic health care law added 12 years of solvency to Medicare.,"federal-budget,health-care,medicare",Florida,democrat,-0.3243843669357523,-0.24198745843819763,-0.3285958406065088,-0.13246535312910912,-0.18290468357846335,0.13215327176134112,democrat health care law ad year solvent medical,"[0.0, 0.686, 0.314, 0.4939]",0,0.4939,1738,3,0.521837055683136,percent year state plan would time spend averag last nation
1739,0.8496243121883177,The only segment in the beer market that is growing is the craft beer segment.,"Alcohol,market-regulation,small-business",Texas,democrat,-0.6137566841742058,-0.5843873494811581,-0.5059453606810765,-0.45883955782848307,-0.4440485826870501,1.4513213934911147,segment beer market grow craft beer segment,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1739,5,0.6999803781509399,presid state every obama country dollar economi would unit call
1740,0.8496243121883177,Says $15-an-hourproposal in Cleveland is the most aggressive minimum wage increase in the country.,"labor,workers",Ohio,business-leader,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,0.18101135034392538,say hourpropos cleveland aggress minimum wage increas country,"[0.247, 0.753, 0.0, -0.3182]",0,-0.3182,1740,2,0.8199259042739868,obama presid barack state percent wisconsin billion sinc feder debt
1741,0.8496243121883177,We are seeing kids who are healthier.,"children,public-health",New York,democrat,1.267163377875742,0.5189011883239368,1.2168785486147238,1.3989828381525684,0.16528718189965239,1.109314843413025,see kid healthier,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1741,0,0.10000000149011612,year state feder make fund public iller obama offic would
1743,-1.176990801292362,Kathleen Peters refuses to take a stand to repeal Obamacare.,health-care,Florida,republican,-0.469070525554979,-0.5843873494811581,-0.5059453606810765,-0.48394526588228104,-0.4440485826870501,-2.0664602644549483,kathleen peter refus take stand repeal obamacare,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1743,4,0.5372624397277832,percent rate vote state bill health florida year obama time
1744,-1.176990801292362,"McCain says the price of a gas tax ""holiday"" would be about the same as ""a Bridge to Nowhere (or) another pork barrel project.""",energy,Arizona,republican,0.8331049020180618,0.899345511705004,0.2541240110670707,0.4198602240544468,0.2523351482691813,0.620734057587183,mccain say price gas tax holiday would bring nowhere anoth pork barrel project,"[0.0, 0.816, 0.184, 0.4019]",0,0.4019,1744,6,0.871388852596283,state peopl million percent text support sent would country american
1745,-1.176990801292362,Says $500 billion in Medicare cuts are coming.,medicare,Texas,republican,-0.6137566841742058,-0.5843873494811581,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,-1.7244537143768588,say billion medical cut come,"[0.344, 0.656, 0.0, -0.2732]",0,-0.2732,1745,2,0.7749640345573425,obama presid barack state percent wisconsin billion sinc feder debt
1746,0.8496243121883177,"Fences have not worked. The Great Wall of China, the Berlin Wall. That's not good among peoples, especially friends like the United States and Mexico.",immigration,New Mexico,democrat,-0.6137566841742058,-0.5082984848049447,-0.45527406923120006,-0.3082053095056951,-0.3570006163175212,1.304747157743362,fence work great wall china berlin wall good among peopl speci friend like unit state mexico,"[0.0, 0.486, 0.514, 0.9136]",1,0.9136,1746,7,0.7638493776321411,vote help state year bill democrat company money educ took
1747,0.8496243121883177,Says required state septic inspections would cost septic tank owners $100 to $150 every five years.,environment,Florida,republican,-0.6619854037139481,-0.5843873494811581,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,-0.4541436712296696,say requir state septic inspect would cost septic tank owner every five year,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1747,0,0.8874701261520386,year state feder make fund public iller obama offic would
1748,0.8496243121883177,Says the Multnomah County Library system is the second busiest in the nation.,taxes,Oregon,none,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,0.3764436646742618,say multnomah county library system second busiest nation,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1748,8,0.8199455142021179,state health care rate unit percent county school spend country
1749,0.8496243121883177,One in 19 Americans today get SSDI or SSI. Thats one in 19 Americans (who) are disabled.,"disability,federal-budget,social-security",Oklahoma,republican,-0.5655279646344635,-0.470254052466838,-0.45527406923120006,-0.45883955782848307,-0.4440485826870501,0.620734057587183,one american today get sadi ssi that one american disable,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1749,9,0.8499681353569031,year peopl american health woman clinton care sinc trump million
1750,0.8496243121883177,55 percent of the people who cast a provisional ballot (in Florida) in the last presidential election -- their vote did not count.,elections,Florida,democrat,-0.5172992450947212,-0.5463429171430514,-0.3285958406065088,-0.2579938933980991,-0.4440485826870501,0.7184502147523516,percent peopl cast provision ballot florida last president elect vote count,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1750,4,0.9181613922119141,percent rate vote state bill health florida year obama time
1751,-1.176990801292362,"The centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots.",education,Illinois,democrat,2.7140249640680096,2.1167673465244192,3.522422309584104,3.5831794388329943,0.33938311463871024,-0.06327904256899589,centerpiece sent mccain educ police increas voucher program c slot,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1751,5,0.6318379640579224,presid state every obama country dollar economi would unit call
1752,0.8496243121883177,The Obama administration has been outsourcing by sending money to solar and wind energy companies that end up making their products outside the United States.,stimulus,Massachusetts,republican,0.9777910606372885,0.6330344853382569,0.9381864456404031,0.3194373918392548,1.2098627783339995,0.7673082933349358,obama administr outsource send money solar wind energy company end make product outside unit state,"[0.0, 0.87, 0.13, 0.2732]",0,0.2732,1752,6,0.9307519197463989,state peopl million percent text support sent would country american
1753,0.8496243121883177,On mandatory ultrasounds before abortions.,abortion,Virginia,republican,-0.3726130864754945,-0.39416518779062454,-0.35393148633144705,-0.3584167256132911,-0.18290468357846335,-1.773311792959443,mandatory ultrasound abort,"[0.0, 0.606, 0.394, 0.0772]",0,0.0772,1753,0,0.5499440431594849,year state feder make fund public iller obama offic would
1754,0.8496243121883177,"Hillary Clintons State Department sent three comedians to India on the Make Chai, Not War tour.","foreign-policy,job-accomplishments",Kentucky,republican,-0.3243843669357523,-0.28003189077630436,-0.27792454915663234,-0.2077824772905031,-0.18290468357846335,-0.30756943548191684,hillary clinton state depart sent three comedian india make chai war tour,"[0.236, 0.606, 0.158, -0.3182]",0,-0.3182,1754,6,0.4777989983558655,state peopl million percent text support sent would country american
1755,0.8496243121883177,"Currently, the intelligence community can collect business records on law-abiding Americans who have no connection to terrorism.","civil-rights,legal-issues,terrorism",Colorado,democrat,-0.6619854037139481,-0.5843873494811581,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,-0.8450082998903431,current intelli community collect busi record law abid american connect terror,"[0.254, 0.746, 0.0, -0.5267]",0,-0.5267,1755,6,0.8999824523925781,state peopl million percent text support sent would country american
1756,0.8496243121883177,"Even though Chicago has the most stringent gun laws on the books, it still has the highest murder rate in the country.","crime,government-regulation,guns",Wisconsin,republican,0.013216669842443466,-0.3561207554525178,-0.27792454915663234,-0.2579938933980991,-0.3570006163175212,1.4024633149085306,even though chicago stringent gun law book still highest murder rate country,"[0.415, 0.585, 0.0, -0.7964]",0,-0.7964,1756,6,0.6719092130661011,state peopl million percent text support sent would country american
1757,0.8496243121883177,Says people who signed recall petitions against Wisconsin state Sen. Jim Holperin received harassing phone calls from out-of-state telemarketers claiming to represent the Democratic Party and insinuating foul play by petition circulators.,"elections,state-budget",Wisconsin,republican,-0.6137566841742058,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.5030017498122535,say peopl sign recal petit wisconsin state sen jim hollerin receiv harass phone call state telemarket claim repres democrat parti insitu foul play petit circus,"[0.112, 0.804, 0.084, -0.2023]",0,-0.2023,1757,6,0.739400327205658,state peopl million percent text support sent would country american
1758,-1.176990801292362,Virginia has a responsibility to fund 55 percent of public education and is payingjust 41 percent.,"education,state-budget",Virginia,democrat,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,-0.6007179069774221,virginia respons fund percent public educ payingjust percent,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1758,7,0.48070818185806274,vote help state year bill democrat company money educ took
1759,0.8496243121883177,Uncompensated care has gone down by 30 percent just in the first few months of Medicaid expansion in the states that adopted it.,"medicaid,state-budget",Virginia,democrat,-0.6137566841742058,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,0.7673082933349358,uncompress care gone percent first month medicaid expand state adopt,"[0.0, 0.493, 0.507, 0.7351]",1,0.7351,1759,1,0.6445943117141724,million said health romney govern care weve budget month vote
1762,0.8496243121883177,Kilmartin has helped pass laws to create a witness protection program.,"candidates-biography,crime",Rhode Island,democrat,-0.6619854037139481,-0.5843873494811581,-0.4806097149561383,-0.48394526588228104,-0.3570006163175212,-0.6007179069774221,kilmartin help pas law creat wit protect program,"[0.0, 0.531, 0.469, 0.6486]",0,0.6486,1762,7,0.5188536047935486,vote help state year bill democrat company money educ took
1763,0.8496243121883177,Says Rep. Renee Ellmers voted for the government shutdown 21 times.,"congress,congressional-rules,health-care",North Carolina,democrat,-0.6619854037139481,-0.5843873494811581,-0.5059453606810765,-0.48394526588228104,-0.4440485826870501,0.8650244505001043,say rep rene eller vote govern shutdown time,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1763,1,0.774946391582489,million said health romney govern care weve budget month vote
1764,0.8496243121883177,I havent switched my position on the Trans-Pacific Partnership trade deal.,"candidates-biography,trade",Virginia,democrat,-0.27615564739601006,-0.470254052466838,-0.15124632053194115,-0.13246535312910912,-0.4440485826870501,-0.06327904256899589,havent switch posit tran pacify partnership trade deal,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1764,6,0.8199594616889954,state peopl million percent text support sent would country american
1766,0.8496243121883177,John Boehner wants to reopen a tax loophole that actually rewarded corporations for shipping jobs and profits overseas.,"corporations,taxes,trade",Illinois,democrat,2.7140249640680096,2.1167673465244192,3.522422309584104,3.5831794388329943,0.33938311463871024,0.2298694289265096,john boehner want reopen tax loophole actual reward torpor ship job profit oversea,"[0.0, 0.559, 0.441, 0.7845]",0,0.7845,1766,6,0.8874698281288147,state peopl million percent text support sent would country american
1767,-1.176990801292362,Nobody is leaving Memphis. Thats a myth.,"census,population,taxes",Tennessee,democrat,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.3570006163175212,0.9138825290826881,nobody leav memphis that myth,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1767,6,0.7749602794647217,state peopl million percent text support sent would country american
1768,-1.176990801292362,Florida seniors are exempt from losing Medicare Advantage under the federal health care bill.,medicare,New York,republican,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.20985327831674835,florida senior exempt lose medical advantage feder health care bill,"[0.176, 0.392, 0.431, 0.4404]",1,0.4404,1768,4,0.7558206915855408,percent rate vote state bill health florida year obama time
1769,-1.176990801292362,"Theres a tremendous tax that we pay when we (American businesses) go into China, whereas when China sells to us theres no tax.","china,trade",New York,republican,2.3764239272898138,3.7526779370630083,0.7608369255658355,0.4198602240544468,4.865877365854215,1.2558890791607777,there trend tax pay american busi go china where china sell u there tax,"[0.104, 0.896, 0.0, -0.1027]",0,-0.1027,1769,5,0.7310305237770081,presid state every obama country dollar economi would unit call
1770,0.8496243121883177,I am very proud that over my almost 30 years of public service I have had no scandals.,"debates,ethics",Rhode Island,democrat,-0.5172992450947212,-0.39416518779062454,-0.45527406923120006,-0.4086281417208871,-0.4440485826870501,1.0115986862478565,proud almost year public servic scandal,"[0.29, 0.4, 0.31, 0.0516]",0,0.0516,1770,0,0.8199704885482788,year state feder make fund public iller obama offic would
1771,0.8496243121883177,Pat Toomey advocated for eliminating all corporate taxes.,taxes,Pennsylvania,democrat,-0.6137566841742058,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.3570006163175212,-2.0176021858723643,pat doomed adhoc elimi torpor tax,"[0.457, 0.543, 0.0, -0.6369]",0,-0.6369,1771,2,0.77493816614151,obama presid barack state percent wisconsin billion sinc feder debt
1774,-1.176990801292362,The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections.,"elections,immigration",Rhode Island,republican,-0.6137566841742058,-0.5463429171430514,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,-0.8938663784729273,ri board elect heard offici testimony provid resid claim wit known iller alien vote local elect,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1774,0,0.9249839186668396,year state feder make fund public iller obama offic would
1775,0.8496243121883177,Says Obama called Kagan a moderate. He called Sotomayor a moderate.,supreme-court,Kentucky,republican,-0.3243843669357523,-0.3561207554525178,-0.40460277778132353,-0.33331101755949305,-0.4440485826870501,-1.3824471642987695,say obama call kagan moder call sotomayor moder,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1775,5,0.7749736905097961,presid state every obama country dollar economi would unit call
